customer_id,first_name,last_name,date_of_birth,email,street_address,city,state,postal_code,signup_date,segment,kyc_status
c00190,Shane,Berry,2007-07-25,shane.berry190@example.com,2925 Angela Stravenue,Atlanta,GA,62736,2018-05-02,Affluent,Approved
c00191,Robert,Mckinney,1989-08-04,robert.mckinney191@example.com,52056 Turner Summit,Dallas,TX,42628,2024-12-22,Mass,Approved
c00192,Joshua,Butler,1974-05-27,joshua.butler192@example.com,31220 Obrien Ridge Apt. 933,Houston,TX,46898,2019-07-22,Mass,Approved
c00193,John,Wilson,2006-08-08,john.wilson193@example.com,1728 Joseph Landing,Houston,TX,35777,2019-08-21,Mass Affluent,Approved
c00194,Sandra,Smith,1943-12-31,sandra.smith194@example.com,7722 Jeremy Lodge,Charlotte,NC,29697,2023-06-20,Mass,Approved
c00195,Scott,Nguyen,1970-01-25,scott.nguyen195@example.com,6333 Gregory Mill,Los Angeles,CA,69169,2019-02-01,Mass,Approved
c00196,Michelle,Solis,1997-05-18,michelle.solis196@example.com,573 Sullivan Canyon Suite 569,Philadelphia,PA,83445,2023-08-07,Mass Affluent,Approved
c00197,Andrea,Montgomery,1963-07-05,andrea.montgomery197@example.com,177 Natalie Gardens,Charlotte,NC,36163,2023-03-14,Mass,Approved
c00198,Brent,Collier,1992-08-21,brent.collier198@example.com,086 James Mill Suite 447,Newark,NJ,87451,2018-07-05,Mass,Approved
c00199,Yvette,Gillespie,2005-04-11,yvette.gillespie199@example.com,4908 Steven Rue,Charlotte,NC,61388,2017-03-04,Mass,Approved
c00200,Mary,Davis,1967-04-28,mary.davis200@example.com,81298 Phillip Islands Suite 027,Los Angeles,CA,25092,2022-11-20,Mass,Pending
c00201,Tanya,Richard,1992-12-12,tanya.richard201@example.com,1452 Christopher Squares,Charlotte,NC,42939,2017-08-20,Mass,Approved
c00202,Sara,Sanchez,1942-05-12,sara.sanchez202@example.com,518 Acosta Pass Apt. 686,San Francisco,CA,10675,2017-09-13,Affluent,Pending
c00203,Melinda,Chapman,1958-12-07,melinda.chapman203@example.com,59222 Kayla Center,Minneapolis,MN,13525,2018-11-07,Mass Affluent,Approved
c00204,Gabriel,Warren,2007-11-04,gabriel.warren204@example.com,4742 Rachel Flats Apt. 940,Phoenix,AZ,40251,2023-11-19,Mass,Approved
c00205,Todd,Foster,1973-09-16,todd.foster205@example.com,7809 Young Radial Suite 767,Detroit,MI,50901,2022-08-10,Mass,Pending
c00206,Jason,Collins,1964-07-17,jason.collins206@example.com,903 Harvey Point,Charlotte,NC,81775,2019-08-02,Mass,Approved
c00207,Richard,Morgan,2004-05-06,richard.morgan207@example.com,22050 Melissa Shores,Dallas,TX,22087,2017-01-05,Mass Affluent,Approved
c00208,Brian,Cook,1969-09-17,brian.cook208@example.com,1016 Evan Haven Apt. 795,Los Angeles,CA,85525,2018-06-28,Mass,Approved
c00209,Nicholas,Jackson,1986-07-26,nicholas.jackson209@example.com,45561 Bridges Circles,Atlanta,GA,31107,2021-08-22,Mass,Approved
c00210,Tricia,Dixon,1985-04-10,tricia.dixon210@example.com,2145 Warren Square Apt. 901,Phoenix,AZ,22449,2023-02-14,Mass,Approved
c00211,Joseph,Wilson,1946-03-05,joseph.wilson211@example.com,9469 Green Ports,Miami,FL,72990,2017-04-28,Affluent,Approved
c00212,Kristen,Hicks,1982-05-31,kristen.hicks212@example.com,99787 Morton Ridge Apt. 430,Phoenix,AZ,79690,2022-10-17,Mass,Approved
c00213,Spencer,Bullock,1994-08-13,spencer.bullock213@example.com,71396 Williams Keys,Dallas,TX,64442,2022-04-07,Mass Affluent,Approved
c00214,Rodney,Bailey,1988-11-02,rodney.bailey214@example.com,34414 Hunter Islands,Minneapolis,MN,20413,2017-04-16,Mass,Approved
c00215,Susan,Luna,1945-12-04,susan.luna215@example.com,55699 Marilyn Fields,Houston,TX,20381,2020-07-05,Affluent,Approved
c00216,Wendy,Fuentes,1950-11-01,wendy.fuentes216@example.com,7702 Moore Mount Suite 760,Atlanta,GA,45105,2022-11-20,Mass,Approved
c00217,Angela,Briggs,1988-09-27,angela.briggs217@example.com,588 Jared Spur Suite 512,Philadelphia,PA,50554,2024-12-16,Mass,Approved
c00218,Jennifer,Young,1983-06-15,jennifer.young218@example.com,56829 Lopez Crescent Suite 504,Philadelphia,PA,99874,2021-07-25,Affluent,Approved
c00219,Eric,Thomas,1990-08-23,eric.thomas219@example.com,73574 Alicia Extensions Apt. 503,Minneapolis,MN,35782,2017-02-12,Affluent,Approved
c00220,Kenneth,Gonzalez,1961-11-18,kenneth.gonzalez220@example.com,8078 James Orchard,San Francisco,CA,27333,2021-07-18,Mass,Approved
c00221,Tanya,Morrison,1947-08-05,tanya.morrison221@example.com,2182 Jenny Mount Suite 810,Philadelphia,PA,95131,2019-05-30,Mass,Approved
c00222,Beth,Wolf,1940-09-13,beth.wolf222@example.com,91570 Abigail Shoals Suite 094,Detroit,MI,23856,2022-12-24,Mass,Approved
c00223,Amy,Rios,1961-04-23,amy.rios223@example.com,3344 Mejia Skyway,Phoenix,AZ,12376,2018-10-20,Mass,Approved
c00224,Julie,Thompson,1964-10-27,julie.thompson224@example.com,2241 Susan Points,Miami,FL,48052,2018-10-19,Mass,Approved
c00225,Brian,Mejia,1958-09-10,brian.mejia225@example.com,85854 Sherry Unions,Dallas,TX,46097,2020-02-20,Mass Affluent,Approved
c00226,Breanna,Snyder,1949-05-11,breanna.snyder226@example.com,321 Austin Junction Suite 020,Charlotte,NC,65770,2018-10-31,Mass,Approved
c00227,Wesley,Webster,1953-02-02,wesley.webster227@example.com,016 Christopher Lock Apt. 997,Seattle,WA,88996,2020-05-16,Mass Affluent,Approved
c00228,Melissa,Wolf,1970-11-13,melissa.wolf228@example.com,5381 Bradley Course Suite 174,Minneapolis,MN,93961,2021-12-23,Mass,Approved
c00229,Eric,Cole,1978-01-26,eric.cole229@example.com,3329 Durham Lock Apt. 557,Chicago,IL,36067,2019-02-07,Mass,Approved
c00230,Susan,Glass,1968-02-04,susan.glass230@example.com,17157 Singleton Haven Suite 992,Boston,MA,98273,2018-04-29,Mass,Approved
c00231,Christopher,Cunningham,1942-02-18,christopher.cunningham231@example.com,1581 Patel Locks,Minneapolis,MN,66939,2018-04-12,Mass,Approved
c00232,Jacob,Reid,1964-05-31,jacob.reid232@example.com,93827 Jones Fords Suite 695,Los Angeles,CA,16267,2023-04-19,Mass,Approved
c00233,Brooke,Weber,1946-09-04,brooke.weber233@example.com,19719 Nguyen Court,Newark,NJ,94460,2019-08-05,Mass,Approved
c00234,Emma,Lin,1981-01-05,emma.lin234@example.com,46191 Murphy Rue Apt. 132,Phoenix,AZ,22419,2024-12-19,Affluent,Approved
c00235,Joe,Burton,1962-05-29,joe.burton235@example.com,27846 Gonzalez Springs,Detroit,MI,62973,2020-06-05,Mass Affluent,Approved
c00236,David,Hernandez,1966-07-18,david.hernandez236@example.com,9465 Brandi Ridge Suite 240,Dallas,TX,81166,2020-06-08,Mass Affluent,Approved
c00237,Pamela,Jones,1960-03-11,pamela.jones237@example.com,008 Rodriguez Haven Apt. 369,Houston,TX,32449,2022-02-04,Mass,Pending
c00238,John,Ramos,1966-09-19,john.ramos238@example.com,566 Graham Forest Apt. 723,Chicago,IL,34356,2017-01-20,Mass,Approved
c00239,Brooke,Turner,1946-02-08,brooke.turner239@example.com,6242 Alexander Rue Apt. 276,Atlanta,GA,52855,2017-12-10,Mass,Approved
c00240,Christine,Hill,2001-08-16,christine.hill240@example.com,26796 Shawn Manors,Houston,TX,89636,2024-09-10,Mass,Approved
c00241,Robert,Brown,2001-11-25,robert.brown241@example.com,5326 Becky Vista Apt. 846,Philadelphia,PA,30124,2023-05-02,Mass,Approved
c00242,Brandy,Romero,2006-11-11,brandy.romero242@example.com,09751 Nixon Common Apt. 847,Minneapolis,MN,69710,2023-05-04,Mass,Approved
c00243,Alexandra,Collins,1979-03-29,alexandra.collins243@example.com,913 Mccoy Shore,Newark,NJ,50733,2017-10-29,Mass,Approved
c00244,Sarah,Hayes,1951-11-17,sarah.hayes244@example.com,894 Rebecca Place,Dallas,TX,20066,2020-11-07,Mass,Approved
c00245,James,Brown,1966-03-28,james.brown245@example.com,7879 Fisher Union,Phoenix,AZ,73978,2019-03-05,Mass,Approved
c00246,Jennifer,Decker,1949-10-15,jennifer.decker246@example.com,2094 Brown Mountains Apt. 904,Newark,NJ,84927,2018-07-11,Mass,Approved
c00247,John,Jones,1960-10-28,john.jones247@example.com,7128 Melissa Harbors,Phoenix,AZ,61807,2018-11-12,Mass,Approved
c00248,Randy,Lin,1973-11-17,randy.lin248@example.com,94440 Cassandra Ramp Apt. 752,Detroit,MI,25872,2024-04-15,Mass,Approved
c00249,Emily,Wyatt,1944-08-25,emily.wyatt249@example.com,372 Matthew Corner Apt. 927,Houston,TX,24015,2023-11-18,Mass,Approved
c00250,Kevin,Gilbert,1969-11-27,kevin.gilbert250@example.com,3723 Brown Greens Apt. 027,Newark,NJ,48114,2021-11-03,Mass,Approved
c00251,Leslie,Hunter,1968-12-24,leslie.hunter251@example.com,4783 Vega Loaf Suite 428,New York,NY,55577,2022-04-18,Mass,Pending
c00252,Karen,Ford,1973-04-10,karen.ford252@example.com,47658 Connor Place Suite 694,Detroit,MI,59696,2019-01-11,Mass Affluent,Approved
c00253,Charles,Spencer,1945-07-30,charles.spencer253@example.com,4149 Murray Spring Apt. 938,New York,NY,31929,2023-10-02,Mass,Approved
c00254,Stephen,Conner,1957-06-18,stephen.conner254@example.com,258 Emily Village Apt. 061,Charlotte,NC,55068,2022-01-12,Mass,Approved
c00255,Yolanda,Huang,1957-02-11,yolanda.huang255@example.com,753 King Bypass,Dallas,TX,36557,2023-02-10,Affluent,Approved
c00256,Wendy,Cole,1982-11-06,wendy.cole256@example.com,109 Stephanie Route,New York,NY,71754,2023-06-29,Mass,Approved
c00257,Charles,Pacheco,1980-09-22,charles.pacheco257@example.com,119 Nicholas Track,Houston,TX,81682,2023-08-15,Mass Affluent,Approved
c00258,Jason,Pearson,1953-08-23,jason.pearson258@example.com,24471 Livingston Harbor,Philadelphia,PA,68741,2023-06-10,Mass Affluent,Approved
c00259,Joseph,Morris,1947-08-15,joseph.morris259@example.com,542 Joshua Circle Suite 650,Philadelphia,PA,10112,2020-06-28,Mass,Approved
c00260,Sarah,Alvarez,1961-01-23,sarah.alvarez260@example.com,2717 Chelsey Fall Suite 128,Minneapolis,MN,99283,2021-09-21,Mass,Approved
c00261,Nicole,Hernandez,2004-11-12,nicole.hernandez261@example.com,91741 Charles Ports Suite 707,Houston,TX,12139,2021-07-09,Mass,Approved
c00262,Natasha,Brown,1962-12-09,natasha.brown262@example.com,006 Hernandez Isle,Newark,NJ,99947,2021-03-03,Affluent,Approved
c00263,Mike,Garcia,1982-07-09,mike.garcia263@example.com,087 Graham Vista Apt. 830,Miami,FL,12859,2019-01-29,Mass,Approved
c00264,Eric,Nolan,1995-01-09,eric.nolan264@example.com,719 Cook Hollow Suite 015,Portland,OR,56481,2018-02-10,Mass,Approved
c00265,Martha,Cooper,1962-10-03,martha.cooper265@example.com,74328 Tammy Shore Apt. 461,Seattle,WA,19537,2020-10-16,Mass,Approved
c00266,Jade,Klein,1963-02-09,jade.klein266@example.com,1732 James Stravenue Apt. 761,Chicago,IL,18567,2019-11-13,Mass,Approved
c00267,Cheryl,Wagner,1995-10-19,cheryl.wagner267@example.com,8700 Brown Turnpike Apt. 613,Chicago,IL,71505,2019-02-05,Mass Affluent,Approved
c00268,Vanessa,Thompson,1998-10-17,vanessa.thompson268@example.com,829 Sandy Camp Apt. 707,Miami,FL,75505,2019-06-26,Mass,Approved
c00269,Destiny,Wright,2006-08-05,destiny.wright269@example.com,20204 Stephen Extension,Phoenix,AZ,20641,2023-12-05,Mass Affluent,Pending
c00270,Alan,Kim,1949-08-08,alan.kim270@example.com,17993 Linda Meadow,Chicago,IL,97899,2017-02-21,Mass Affluent,Approved
c00271,Lisa,Gonzales,1962-02-25,lisa.gonzales271@example.com,651 Marc Underpass Apt. 092,Miami,FL,38841,2023-09-07,Mass,Pending
c00272,Kevin,Mills,2004-10-05,kevin.mills272@example.com,14262 Tran Mill Apt. 902,New York,NY,38649,2021-09-16,Mass,Approved
c00273,Elizabeth,Moore,1954-01-02,elizabeth.moore273@example.com,962 Nichole Common,Newark,NJ,36727,2019-10-14,Mass Affluent,Approved
c00274,Sheila,Watson,1961-09-17,sheila.watson274@example.com,21946 Schwartz Ford,Los Angeles,CA,51508,2021-10-11,Mass Affluent,Approved
c00275,Dennis,Campbell,2005-12-09,dennis.campbell275@example.com,487 Allen Extensions,Minneapolis,MN,26005,2023-01-22,Mass Affluent,Approved
c00276,Darrell,Ortiz,2006-03-22,darrell.ortiz276@example.com,279 Courtney Tunnel,Minneapolis,MN,48229,2017-08-14,Mass,Approved
c00277,Daniel,Morgan,1960-03-01,daniel.morgan277@example.com,6083 David Pines Apt. 958,Detroit,MI,28898,2024-06-06,Mass,Approved
c00278,Angela,Harper,1987-08-09,angela.harper278@example.com,3403 Laura Spur,Phoenix,AZ,14627,2023-01-14,Mass,Approved
c00279,Joseph,Mccormick,1973-09-26,joseph.mccormick279@example.com,2200 Mitchell Mews Suite 597,New York,NY,43186,2017-01-23,Mass Affluent,Approved
c00280,Cassandra,Holland,1979-07-05,cassandra.holland280@example.com,08220 Robertson Cliffs,Newark,NJ,70503,2019-03-02,Mass,Approved
c00281,Jennifer,Jones,1956-10-31,jennifer.jones281@example.com,799 Barnes Summit,Charlotte,NC,78678,2024-04-22,Mass,Approved
c00282,James,Davis,1965-12-02,james.davis282@example.com,15313 Kane Lane Apt. 179,Minneapolis,MN,41800,2018-12-20,Mass,Approved
c00283,Cynthia,Gregory,1995-11-14,cynthia.gregory283@example.com,62397 Paul Dale Suite 354,Dallas,TX,39137,2017-04-02,Mass,Approved
c00284,Joseph,Mitchell,1967-01-25,joseph.mitchell284@example.com,2090 Taylor Walk,Minneapolis,MN,80871,2024-03-21,Mass Affluent,Approved
c00285,Tracy,Cummings,1948-02-03,tracy.cummings285@example.com,6253 Munoz Turnpike Apt. 983,Detroit,MI,71306,2021-09-09,Mass,Approved
c00286,Rebecca,Douglas,1978-09-09,rebecca.douglas286@example.com,8739 Hood Harbors,Seattle,WA,84890,2021-04-04,Mass,Approved
c00287,Meghan,Escobar,1980-08-14,meghan.escobar287@example.com,633 Hamilton Forges,Newark,NJ,91549,2023-12-15,Mass Affluent,Approved
c00288,Christopher,Marks,1977-06-13,christopher.marks288@example.com,060 Vickie Street,Chicago,IL,83910,2023-05-26,Mass Affluent,Approved
c00289,Rodney,Cook,1986-09-14,rodney.cook289@example.com,8671 Simpson Corner,Chicago,IL,94283,2023-08-12,Mass,Approved
c00290,Joshua,Aguilar,1977-10-02,joshua.aguilar290@example.com,632 Phillips Rue,Detroit,MI,47499,2023-07-09,Mass,Approved
c00291,Adam,Thomas,2005-02-24,adam.thomas291@example.com,74279 Tiffany Mountain,Seattle,WA,45520,2021-10-10,Affluent,Approved
c00292,Kellie,Bailey,1971-09-27,kellie.bailey292@example.com,625 Padilla Alley,Charlotte,NC,38939,2021-04-17,Mass Affluent,Approved
c00293,Dana,Ponce,1988-07-07,dana.ponce293@example.com,5804 Mullins Square,San Francisco,CA,31170,2023-02-06,Mass,Approved
c00294,Jose,Hale,1970-02-28,jose.hale294@example.com,195 Zachary Spring,Atlanta,GA,77393,2022-09-08,Mass,Approved
c00295,Joyce,Myers,1960-02-27,joyce.myers295@example.com,16579 Michael Extensions Apt. 832,Minneapolis,MN,74300,2023-06-19,Mass,Approved
c00296,Andrea,Larson,1987-06-17,andrea.larson296@example.com,81793 Luke Grove Suite 401,Detroit,MI,82125,2018-08-21,Mass,Pending
c00297,Ronald,Hurley,1996-01-14,ronald.hurley297@example.com,7788 Theodore Place Suite 795,San Francisco,CA,25065,2023-04-23,Mass Affluent,Approved
c00298,Alec,Collins,1994-06-14,alec.collins298@example.com,71162 Mullen Club,Minneapolis,MN,54213,2017-09-29,Mass,Approved
c00299,Charles,Bennett,1968-03-02,charles.bennett299@example.com,41272 Abigail Road,Miami,FL,29976,2020-09-10,Mass,Approved
c00300,Nicole,Conner,1974-04-20,nicole.conner300@example.com,6827 Fisher Street,New York,NY,90372,2018-08-02,Mass Affluent,Approved
c00301,Rebecca,Li,1983-06-01,rebecca.li301@example.com,3103 Jenkins Junctions,Charlotte,NC,34067,2019-11-30,Affluent,Pending
c00302,Amy,Santiago,1956-10-21,amy.santiago302@example.com,9887 Torres Curve Suite 243,San Francisco,CA,22951,2022-11-16,Mass Affluent,Approved
c00303,Mary,Calderon,1985-02-19,mary.calderon303@example.com,4025 Bryant Expressway Apt. 842,Philadelphia,PA,61287,2020-03-12,Mass,Approved
c00304,Brandi,Rodgers,1988-12-25,brandi.rodgers304@example.com,223 Blake Island,Portland,OR,89116,2022-10-23,Mass,Rejected
c00305,Earl,Jennings,1994-01-02,earl.jennings305@example.com,4523 Elizabeth Key,Detroit,MI,92415,2024-01-20,Mass,Approved
c00306,David,Fox,1945-05-18,david.fox306@example.com,7828 Martinez Burg,Philadelphia,PA,18648,2022-12-19,Mass,Approved
c00307,Kyle,Lucas,2007-09-19,kyle.lucas307@example.com,2752 Tara Plains Suite 474,Atlanta,GA,39330,2022-10-19,Mass,Approved
c00308,Rachel,Henderson,1972-12-07,rachel.henderson308@example.com,751 Mccullough Dam,Chicago,IL,23817,2023-12-03,Mass,Approved
c00309,Laura,Cox,1967-08-08,laura.cox309@example.com,0693 Howard Islands,Miami,FL,37707,2024-10-24,Mass,Approved
c00310,Michelle,Cox,1974-10-18,michelle.cox310@example.com,398 Kimberly Trafficway,Newark,NJ,58045,2017-06-16,Mass Affluent,Approved
c00311,Rachel,White,2002-12-07,rachel.white311@example.com,01871 Lee Island Apt. 562,Dallas,TX,35251,2020-11-23,Affluent,Pending
c00312,Jason,Lewis,1987-05-20,jason.lewis312@example.com,6504 Bell Mission Apt. 376,Dallas,TX,16076,2021-10-15,Mass,Pending
c00313,John,Meza,1977-04-25,john.meza313@example.com,2662 Douglas Hollow Suite 851,Newark,NJ,55902,2017-07-26,Mass,Approved
c00314,Curtis,Tucker,1994-02-12,curtis.tucker314@example.com,06462 Page Throughway Apt. 326,Charlotte,NC,14752,2023-03-16,Mass,Approved
c00315,Kimberly,Perez,1964-10-17,kimberly.perez315@example.com,704 Snyder Streets Suite 300,Charlotte,NC,30402,2021-10-12,Mass,Approved
c00316,Nicole,Taylor,2001-03-29,nicole.taylor316@example.com,4714 White Spurs,Houston,TX,10046,2018-03-26,Mass,Approved
c00317,Richard,Jones,1976-11-09,richard.jones317@example.com,14719 Perkins Port,Phoenix,AZ,17813,2019-12-13,Mass,Approved
c00318,Christine,Richard,1983-09-29,christine.richard318@example.com,7158 Megan Estates Apt. 257,Dallas,TX,49268,2021-10-23,Mass Affluent,Approved
c00319,Eric,Garcia,1946-02-15,eric.garcia319@example.com,2045 Fields Knolls,San Francisco,CA,86564,2022-12-15,Mass,Approved
c00320,Sarah,Wise,1992-08-20,sarah.wise320@example.com,4818 Katie Falls,Dallas,TX,79716,2024-09-20,Mass Affluent,Approved
c00321,Michelle,Conley,1985-01-23,michelle.conley321@example.com,285 Serrano Spur,Atlanta,GA,18894,2024-04-27,Mass,Approved
c00322,Theresa,Stephenson,1964-06-27,theresa.stephenson322@example.com,5189 Morrow Bridge Apt. 845,Boston,MA,13135,2023-09-16,Mass,Approved
c00323,Lisa,Johnson,1984-05-05,lisa.johnson323@example.com,5213 Wesley Village Apt. 898,Dallas,TX,40427,2018-09-18,Mass,Approved
c00324,Nicole,Rogers,1943-05-12,nicole.rogers324@example.com,7112 Timothy Inlet,Portland,OR,68703,2019-11-22,Mass,Approved
c00325,Angel,Miranda,2007-03-26,angel.miranda325@example.com,79852 Johnson Via Apt. 322,Portland,OR,77205,2021-07-15,Mass,Approved
c00326,Jill,Anderson,1986-06-01,jill.anderson326@example.com,2321 Vazquez Tunnel,Atlanta,GA,84081,2018-09-28,Affluent,Approved
c00327,Martin,Bennett,1967-07-10,martin.bennett327@example.com,07603 Antonio Shoals,Charlotte,NC,40798,2023-09-19,Mass,Approved
c00328,Sarah,Martin,1991-07-13,sarah.martin328@example.com,1401 Contreras Throughway,New York,NY,25120,2023-04-26,Mass,Approved
c00329,Leah,Guerra,2006-01-06,leah.guerra329@example.com,93932 Johnson Drive,Philadelphia,PA,12371,2021-11-11,Mass,Approved
c00330,Michelle,Wise,1969-08-14,michelle.wise330@example.com,552 William Cliff Apt. 908,Detroit,MI,23217,2017-09-01,Mass,Approved
c00331,Lisa,Lamb,1941-01-23,lisa.lamb331@example.com,342 Teresa Courts,Detroit,MI,15864,2020-02-03,Mass,Pending
c00332,Joseph,Martin,1957-12-10,joseph.martin332@example.com,759 Scott Coves,Charlotte,NC,87472,2018-03-14,Mass,Approved
c00333,Kristin,Kim,1975-01-27,kristin.kim333@example.com,6638 Rick Trace,Miami,FL,34157,2023-01-07,Mass Affluent,Approved
c00334,Daniel,Jenkins,1975-08-17,daniel.jenkins334@example.com,71827 Bush Point Apt. 157,Portland,OR,84081,2018-03-21,Mass,Approved
c00335,Monica,Rhodes,1979-10-28,monica.rhodes335@example.com,4794 Perez Lodge,Detroit,MI,59784,2024-06-03,Mass,Approved
c00336,Michele,Young,1979-06-19,michele.young336@example.com,3175 Alexander Spring Suite 167,Portland,OR,58504,2023-03-08,Mass,Approved
c00337,Jeffrey,Wallace,1970-08-29,jeffrey.wallace337@example.com,26691 Calvin Flat,Los Angeles,CA,50931,2020-10-26,Mass Affluent,Approved
c00338,Lisa,Mitchell,1966-12-11,lisa.mitchell338@example.com,96136 Ramirez Station Suite 657,Atlanta,GA,83727,2024-08-06,Mass,Approved
c00339,Steven,Goodman,1992-11-12,steven.goodman339@example.com,8427 David Overpass Suite 320,Charlotte,NC,13910,2018-02-20,Mass,Approved
c00340,Kevin,Cole,1980-05-15,kevin.cole340@example.com,017 Teresa Light,San Francisco,CA,18348,2018-01-25,Mass,Approved
c00341,Laura,Ferguson,1974-05-19,laura.ferguson341@example.com,49911 Sparks Flats Suite 778,Dallas,TX,48104,2020-09-02,Mass,Approved
c00342,Jeremy,Collins,1963-10-21,jeremy.collins342@example.com,588 Stephanie Bypass Suite 167,Atlanta,GA,45503,2022-07-23,Mass,Approved
c00343,Andrew,Stokes,1942-01-07,andrew.stokes343@example.com,7700 Angela Wall Suite 276,Houston,TX,59103,2024-03-18,Mass Affluent,Approved
c00344,James,Harrison,1947-06-16,james.harrison344@example.com,6719 Keller Spur,Detroit,MI,76401,2020-01-20,Mass,Approved
c00345,Mark,Conley,1968-08-19,mark.conley345@example.com,8280 Baker Ramp Suite 954,Seattle,WA,62879,2020-09-13,Mass Affluent,Approved
c00346,Michelle,Richardson,2005-09-29,michelle.richardson346@example.com,09025 Pacheco Prairie Apt. 561,Charlotte,NC,33170,2018-12-04,Mass,Approved
c00347,Tammy,Valentine,1948-03-28,tammy.valentine347@example.com,5650 John Rue Suite 911,Portland,OR,39456,2020-03-08,Mass Affluent,Approved
c00348,Joshua,Joyce,2004-04-24,joshua.joyce348@example.com,52085 Steven Way Suite 986,Los Angeles,CA,77709,2023-12-23,Mass Affluent,Approved
c00349,Darlene,Murray,1949-12-24,darlene.murray349@example.com,79056 Morris Courts Suite 135,Philadelphia,PA,28132,2024-01-11,Mass,Approved
c00350,Ricardo,Campbell,1961-07-22,ricardo.campbell350@example.com,529 Cox Mews Apt. 718,Philadelphia,PA,55376,2018-10-04,Mass,Approved
c00351,Tina,Reyes,1971-04-24,tina.reyes351@example.com,4049 Ballard Road,Chicago,IL,58491,2023-09-24,Mass,Approved
c00352,Amanda,Rose,1954-05-31,amanda.rose352@example.com,919 Nelson Port,Boston,MA,77523,2017-07-01,Mass Affluent,Approved
c00353,Sheila,Burch,1973-03-09,sheila.burch353@example.com,3514 Reynolds Plains Suite 366,Miami,FL,74291,2024-02-26,Mass,Approved
c00354,Darrell,Montoya,1972-09-22,darrell.montoya354@example.com,878 Nicole Road Apt. 973,Minneapolis,MN,51821,2019-03-07,Mass,Approved
c00355,Tara,Solis,1970-02-21,tara.solis355@example.com,8969 Alexa Lakes Suite 232,Seattle,WA,37824,2017-03-16,Mass,Approved
c00356,Gregory,Taylor,1987-09-23,gregory.taylor356@example.com,6513 Adams Heights Apt. 493,San Francisco,CA,43111,2021-06-22,Mass Affluent,Approved
c00357,Sydney,Wright,1962-01-12,sydney.wright357@example.com,12303 Marshall Points Suite 603,Boston,MA,47043,2024-07-19,Mass,Approved
c00358,Joseph,Davidson,1960-10-06,joseph.davidson358@example.com,2044 Dawn Canyon,Seattle,WA,29727,2017-12-29,Mass,Approved
c00359,Daniel,Sawyer,1995-06-10,daniel.sawyer359@example.com,01594 Rachel Lodge Suite 162,New York,NY,66286,2023-07-04,Affluent,Approved
c00360,Ryan,Spencer,1948-03-04,ryan.spencer360@example.com,98189 Crawford Course,Dallas,TX,28754,2020-10-13,Mass,Approved
c00361,Jessica,Garcia,1998-02-03,jessica.garcia361@example.com,155 Shaffer Summit,Seattle,WA,68380,2017-02-17,Mass Affluent,Approved
c00362,Lee,Singleton,1984-05-29,lee.singleton362@example.com,3212 Tara Mill,Seattle,WA,77634,2019-01-18,Mass,Approved
c00363,Catherine,Rosales,1986-05-24,catherine.rosales363@example.com,9078 Lyons Creek Suite 867,Miami,FL,96565,2024-08-18,Mass,Approved
c00364,William,Mitchell,1951-07-11,william.mitchell364@example.com,2575 Smith Rest,Seattle,WA,20701,2018-06-11,Mass Affluent,Approved
c00365,Paul,Hines,2007-04-03,paul.hines365@example.com,034 Parker Squares,Philadelphia,PA,78375,2023-09-18,Mass,Approved
c00366,Barbara,Nelson,1956-12-07,barbara.nelson366@example.com,183 Price Lock Suite 413,Chicago,IL,17738,2019-01-04,Mass,Approved
c00367,Jonathan,Whitehead,1952-03-17,jonathan.whitehead367@example.com,27560 Delacruz View Suite 765,Chicago,IL,40352,2020-01-14,Mass,Approved
c00368,Jeanne,Hernandez,1951-03-28,jeanne.hernandez368@example.com,24815 Guzman Via Suite 700,Miami,FL,25866,2022-09-13,Mass,Approved
c00369,Aaron,Kim,1978-06-01,aaron.kim369@example.com,720 Gonzalez Inlet,Newark,NJ,24605,2021-08-13,Mass,Approved
c00370,Sara,Potts,2005-07-10,sara.potts370@example.com,112 Zachary Trafficway Apt. 965,Dallas,TX,25781,2024-01-22,Mass,Approved
c00371,Amanda,Walker,1956-02-11,amanda.walker371@example.com,2429 Marsh Flat Apt. 652,Charlotte,NC,13954,2017-02-10,Mass,Approved
c00372,Jennifer,Hayes,1967-11-22,jennifer.hayes372@example.com,9300 Rebecca Mountain Apt. 420,Dallas,TX,84079,2023-02-05,Mass,Approved
c00373,Judy,Bailey,1952-11-21,judy.bailey373@example.com,694 Christopher Land Apt. 910,Detroit,MI,15501,2022-07-14,Mass,Approved
c00374,Emily,Johnson,1983-11-25,emily.johnson374@example.com,7133 Sophia Via Suite 476,Miami,FL,45865,2020-12-24,Mass,Approved
c00375,Michael,Brown,1969-09-24,michael.brown375@example.com,3934 Robert Lodge,Portland,OR,72924,2019-08-17,Mass,Approved
c00376,Chad,Shaw,1942-05-02,chad.shaw376@example.com,44397 Mike Spur,Newark,NJ,99134,2020-12-17,Mass,Approved
c00377,Elizabeth,Young,1982-02-08,elizabeth.young377@example.com,07256 Jennifer Station Suite 941,Phoenix,AZ,86833,2020-12-17,Mass Affluent,Approved
c00378,Mark,Vang,1953-10-06,mark.vang378@example.com,005 Thomas Knoll,Phoenix,AZ,22349,2020-05-05,Mass,Approved
c00379,Lee,Brooks,1980-08-13,lee.brooks379@example.com,48964 Lambert Curve,Miami,FL,98896,2018-02-22,Mass,Approved
